fixture_id,window_5min,tweet_count,mean_arousal,mean_valence,joy,anger,sadness,dominant_emotion,mean_pressure,max_pressure,high_intensity_count,recent_high_intensity,period_label,match,kickoff_utc,home_team,away_team,derby,home_goals_final,away_goals_final
11867569,110,42,0.5401183380967095,0.03794929493839542,0.22831979819706505,0.09689182400082544,0.10386519961147786,optimism,0.0,0.0,0,0,2nd_half,Liverpool vs Burnley,2020-07-11 14:00:00+00:00,Liverpool,Burnley,0,1,1
11867572,25,5,0.5219259321689605,0.05095016583800316,0.20652790814638133,0.06375888064503665,0.10202095359563823,optimism,0.0,0.0,0,0,1st_half,Sheffield United vs Chelsea,2020-07-11 16:30:00+00:00,Sheffield United,Chelsea,0,3,0
11867572,30,12,0.52582615117232,0.3040008858467142,0.45205943038066226,0.03596768644638355,0.12454540872325497,joy,3.0,3.0,1,1,1st_half,Sheffield United vs Chelsea,2020-07-11 16:30:00+00:00,Sheffield United,Chelsea,0,3,0
11867572,35,20,0.5619667440652847,0.24830058738589286,0.3825678072869777,0.08215882743243123,0.057898211944848246,optimism,0.0,0.0,0,1,1st_half,Sheffield United vs Chelsea,2020-07-11 16:30:00+00:00,Sheffield United,Chelsea,0,3,0
11867572,40,14,0.5501898463283267,0.3847949532791972,0.5503004221245646,0.0603939294815063,0.11679060590852579,joy,0.0,0.0,0,0,1st_half,Sheffield United vs Chelsea,2020-07-11 16:30:00+00:00,Sheffield United,Chelsea,0,3,0
11867572,45,12,0.5642707894245783,0.5113564680020014,0.6837760477016369,0.06403965025674548,0.12042215350084003,joy,0.6,0.3,0,0,2nd_half,Sheffield United vs Chelsea,2020-07-11 16:30:00+00:00,Sheffield United,Chelsea,0,3,0
11867572,50,24,0.5702677741646767,0.23939157269584635,0.5019429717212915,0.1291086959924238,0.14826967128707713,joy,0.0,0.0,0,0,2nd_half,Sheffield United vs Chelsea,2020-07-11 16:30:00+00:00,Sheffield United,Chelsea,0,3,0
11867572,55,13,0.5819385647773743,0.4702581481721539,0.6174601843723884,0.08311181006809834,0.07121135903379089,joy,0.0,0.0,0,0,2nd_half,Sheffield United vs Chelsea,2020-07-11 16:30:00+00:00,Sheffield United,Chelsea,0,3,0
11867573,75,34,0.5642962438218734,0.10174943221842542,0.36273183451746316,0.13802062151679656,0.13662420476184167,joy,1.0,1.0,0,0,2nd_half,Tottenham Hotspur vs Arsenal,2020-07-12 15:30:00+00:00,Tottenham Hotspur,Arsenal,1,2,1
11867573,80,107,0.5478642415777545,0.09989821641470925,0.35349918941958486,0.11645757200231197,0.15238155809309434,optimism,4.5,3.0,1,1,2nd_half,Tottenham Hotspur vs Arsenal,2020-07-12 15:30:00+00:00,Tottenham Hotspur,Arsenal,1,2,1
11867573,85,59,0.5337064271256075,0.19258888089492665,0.3909561769500122,0.07287988824359437,0.13943045955719582,joy,1.0,1.0,0,1,2nd_half,Tottenham Hotspur vs Arsenal,2020-07-12 15:30:00+00:00,Tottenham Hotspur,Arsenal,1,2,1
11867575,80,33,0.5287890542637218,0.27320415793325414,0.5184709852504911,0.07043706874052678,0.19425529266961591,joy,0.0,0.0,0,0,2nd_half,Wolverhampton Wanderers vs Everton,2020-07-12 11:00:00+00:00,Wolverhampton Wanderers,Everton,0,3,0
11867575,85,67,0.5382312498430708,0.19079661910046838,0.4604982437093311,0.09849834889034499,0.19022586852756895,joy,0.0,0.0,0,0,2nd_half,Wolverhampton Wanderers vs Everton,2020-07-12 11:00:00+00:00,Wolverhampton Wanderers,Everton,0,3,0
11867577,-30,1,0.5534242391586304,-0.1050525084137916,0.0269935186952352,0.1136882454156875,0.02039753831923,optimism,0.0,0.0,0,0,pre_match,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,-25,2,0.5832518637180328,0.42663390561938286,0.5300136767327785,0.0776524506509304,0.028585930354893152,optimism,0.0,0.0,0,0,pre_match,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,-20,3,0.5077495326598486,-0.4937267154455185,0.1026307009160518,0.23552674000772333,0.4009229665001233,anger,0.0,0.0,0,0,pre_match,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,-15,2,0.5290997326374054,-0.0292184390127659,0.119209149852395,0.07998559623956675,0.0760466633364558,optimism,0.0,0.0,0,0,pre_match,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,-10,3,0.5456425547599792,-0.07730565716822936,0.040112437059481865,0.0969247842828432,0.022770342106620434,optimism,0.0,0.0,0,0,pre_match,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,-5,2,0.6078706979751587,-0.14382790774106974,0.1311688460409641,0.22370327264070505,0.05699276272207495,optimism,0.0,0.0,0,0,pre_match,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,0,5,0.5278771638870239,-0.00045214034616948,0.08137667551636692,0.05641888603568072,0.0282332561910152,optimism,0.0,0.0,0,0,1st_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,5,5,0.4750784456729889,-0.08039306029677387,0.29805022031068795,0.08570541515946384,0.3252642996609211,sadness,0.0,0.0,0,0,1st_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,10,2,0.5405445098876953,0.14128366485238078,0.25108262337744236,0.0624430682510137,0.0526176514104008,joy,0.0,0.0,0,0,1st_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,15,1,0.5177620649337769,-0.0355476513504982,0.012238759547472,0.0389603413641452,0.0098067438229918,optimism,0.0,0.0,0,0,1st_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,25,1,0.5294917225837708,-0.0823183059692382,0.0653885975480079,0.0866262689232826,0.0678673759102821,optimism,0.0,0.0,0,0,1st_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,30,2,0.4624277949333191,-0.23953185975551605,0.1602428779006004,0.0955941081047058,0.3379784785211086,optimism,0.3,0.3,0,0,1st_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,35,2,0.5227912068367004,-0.00153124984353775,0.0774961225688457,0.04966087639331815,0.0326294414699077,optimism,0.0,0.0,0,0,1st_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,40,4,0.5392816364765167,0.18936203047633168,0.4644981920719147,0.10145269520580764,0.1929816268384456,joy,0.0,0.0,0,0,1st_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,45,2,0.551753968000412,-0.08564764447510234,0.07105623651295895,0.11625958979129786,0.044938103295862654,optimism,0.0,0.0,0,0,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,50,5,0.4778695285320282,-0.10723005086183546,0.2593273460865021,0.08894710317254062,0.30845588594675066,optimism,0.3,0.3,0,0,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,55,7,0.431519342320306,-0.26079764696104185,0.20292115796889573,0.07896023217056476,0.4275095303143774,sadness,0.0,0.0,0,0,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,60,3,0.5105420053005219,0.021034777785340925,0.2582861880461375,0.07655664222935833,0.1785497510184844,optimism,0.0,0.0,0,0,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,65,4,0.5313710421323776,0.058089516591280754,0.15198511769995088,0.056965291034430224,0.041033679619431426,optimism,0.0,0.0,0,0,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,70,4,0.5859555304050446,0.3468293398618698,0.505551808513701,0.1059693791903555,0.0586145318811759,optimism,0.3,0.3,0,0,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,75,3,0.5418060620625814,0.14630738149086636,0.28769444425900775,0.0721987585226694,0.0768759002288182,optimism,3.3,3.0,1,1,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,80,3,0.5668365160624186,0.4255783259868622,0.5528560740252336,0.0647721545149882,0.06945067147413887,joy,0.6,0.3,0,1,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,85,5,0.5841637372970581,0.26949362829327583,0.4398604020476341,0.11635993244126434,0.06000758651643988,optimism,0.3,0.3,0,0,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,90,2,0.6266485750675201,0.3516421616077423,0.5323016680777073,0.16036588349379594,0.0225484864786267,optimism,0.0,0.0,0,0,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,95,7,0.5832915220941816,0.19527001466069902,0.378935952271734,0.127943909860083,0.06191336789301457,optimism,2.5,2.5,1,1,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,100,4,0.49482856690883636,-0.051491560414433445,0.196107679978013,0.06930105388164515,0.19810909964144227,optimism,0.0,0.0,0,1,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,105,2,0.5037729442119598,0.37327173352241516,0.6439153254032135,0.0355150885879993,0.2612539082765579,joy,0.0,0.0,0,0,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,110,11,0.5208504443818872,0.2389682669361884,0.43708515455099667,0.05181704546240239,0.1625553765757517,joy,0.0,0.0,0,0,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867577,115,1,0.5278502106666565,-0.0107707604765892,0.0839207917451858,0.0612263791263103,0.0371835269033908,optimism,0.0,0.0,0,0,2nd_half,Burnley vs Wolverhampton Wanderers,2020-07-15 17:00:00+00:00,Burnley,Wolverhampton Wanderers,0,1,1
11867578,-30,8,0.5611463524401188,-0.0084066591225564,0.2203563209623098,0.13843805075157428,0.10036103636957702,optimism,0.0,0.0,0,0,pre_match,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,-25,2,0.5405991673469543,-0.07929650507867335,0.06733374297618865,0.0992910601198673,0.052599100396037046,optimism,0.0,0.0,0,0,pre_match,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,-20,2,0.5947123169898987,-0.18789446353912348,0.049567882902920204,0.2026915699243545,0.0386341996490955,optimism,0.0,0.0,0,0,pre_match,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,-15,5,0.5352055430412292,-0.05819586962461469,0.19805121198296544,0.12097936570644374,0.15029746703803537,optimism,0.0,0.0,0,0,pre_match,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,-10,8,0.5231492090970278,-0.15704411501064894,0.07568783918395634,0.11178929894231254,0.13438073382712895,optimism,0.0,0.0,0,0,pre_match,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,-5,6,0.5412533779939016,0.09647141459087533,0.19407704534629977,0.06525705227007463,0.03594286941612753,optimism,0.0,0.0,0,0,pre_match,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,0,14,0.5755728036165237,-0.1933468040078878,0.12743110781801595,0.20370679348707196,0.1300790202138679,optimism,0.0,0.0,0,0,1st_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,5,11,0.5903238383206454,-0.07081255316734311,0.17738818546587767,0.18638231588358226,0.06868713416836474,optimism,0.0,0.0,0,0,1st_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,10,5,0.46444321870803834,-0.18676612116396424,0.05353965386748309,0.047029398009180975,0.21475153788924212,optimism,0.0,0.0,0,0,1st_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,15,7,0.5716645291873387,0.6050284377166203,0.7407113654272897,0.05138521298899177,0.09366412128188777,joy,0.0,0.0,0,0,1st_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,20,7,0.5008651145866939,0.0307055317929813,0.3108339575784547,0.07578941408012589,0.2270433476993015,optimism,0.0,0.0,0,0,1st_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,25,12,0.4871884336074193,0.10807498637586832,0.47513655891331535,0.07443430664716284,0.3251414137581984,joy,0.0,0.0,0,0,1st_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,30,5,0.547926390171051,0.2737723015248776,0.39967094287276267,0.05991054736077782,0.07332009486854074,joy,0.0,0.0,0,0,1st_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,35,3,0.5807482004165649,0.3234635591506958,0.5210247685511907,0.11339931050315494,0.0935132205486297,joy,0.0,0.0,0,0,1st_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,40,16,0.5272125955671072,0.04788476694375278,0.3814119787421077,0.1202965583070181,0.23692296084482217,joy,0.0,0.0,0,0,1st_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,45,25,0.5327166938781738,0.03721437834203244,0.20535420063883061,0.0818734440207481,0.09585153166204685,optimism,3.0,3.0,1,1,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,50,31,0.5739817071345544,-0.007774921975308829,0.22857081625730757,0.1558878347277641,0.08939766988999417,optimism,0.0,0.0,0,1,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,55,9,0.5877884692615933,0.04521355964243415,0.2921556561357445,0.1690643007556597,0.08653088617655963,optimism,1.0,1.0,0,0,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,60,21,0.5765558935347057,-0.09288220941310835,0.15272885623077548,0.17178403590584082,0.08203003546666525,optimism,2.0,1.0,0,0,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,65,18,0.5788648062282138,-0.00790937141411833,0.21067142031259,0.15678950932083854,0.06865698357837062,optimism,0.3,0.3,0,0,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,70,5,0.5034378588199615,0.06653367839753628,0.3454946465790271,0.0742504501715302,0.22745615076273676,optimism,0.3,0.3,0,0,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,75,13,0.552027532687554,-0.013386054680897623,0.2719312671285409,0.1439282120420382,0.15709901085266692,optimism,0.8999999999999999,0.3,0,0,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,80,9,0.5676151381598579,0.2441649701860216,0.45773713952965206,0.11163857563709215,0.11325956125640202,optimism,0.6,0.3,0,0,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,85,11,0.5686732530593872,0.26219328696077526,0.4477468011054126,0.10289968918500972,0.09183758226307952,optimism,1.6,1.0,0,0,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,90,9,0.5532950427797105,-0.0864170858533018,0.11373736647268132,0.13036736908058322,0.07754120706684055,optimism,0.0,0.0,0,0,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,95,6,0.5553736537694931,0.22550180554389954,0.4358295363684495,0.0982799048845966,0.12449758655081189,optimism,0.0,0.0,0,0,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,100,12,0.5833693742752075,0.09580524886647862,0.3338780502478282,0.15520699562815324,0.0920731232812007,optimism,0.0,0.0,0,0,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,105,8,0.5299658253788948,0.08561841724440457,0.25937580969184637,0.07433685706928368,0.11046726629137989,optimism,0.0,0.0,0,0,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867578,110,6,0.6017470260461172,0.02396463292340441,0.28164384762446076,0.19137083676954106,0.07367597861836352,optimism,0.0,0.0,0,0,2nd_half,Chelsea vs Norwich City,2020-07-14 19:15:00+00:00,Chelsea,Norwich City,0,1,0
11867579,55,52,0.5501701247233611,0.44742613916213697,0.6224713205144956,0.05552564162420678,0.13279949805627644,joy,0.0,0.0,0,0,2nd_half,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,Crystal Palace,Manchester United,0,0,2
11867579,60,132,0.5768114154537519,0.7638864256159374,0.8403210887741862,0.02190895744063181,0.06058410485275085,joy,0.6,0.3,0,0,2nd_half,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,Crystal Palace,Manchester United,0,0,2
11867579,65,115,0.5759685518948928,0.7215779584872982,0.8058626490928557,0.028172552593700217,0.0623468106774532,joy,1.0,1.0,0,0,2nd_half,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,Crystal Palace,Manchester United,0,0,2
11867579,70,46,0.5802887159845104,0.6424633416792621,0.7478411591247373,0.04875658405944701,0.06291246365593825,joy,0.3,0.3,0,0,2nd_half,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,Crystal Palace,Manchester United,0,0,2
11867579,75,158,0.5659200842433338,0.5401920386578275,0.6755328658095832,0.052176464608387055,0.09240484659418553,joy,3.0,3.0,1,1,2nd_half,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,Crystal Palace,Manchester United,0,0,2
11867579,80,137,0.5495281430491565,0.4236774658716291,0.6327314920940973,0.06712757040114295,0.15769606387840895,joy,0.6,0.3,0,1,2nd_half,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,Crystal Palace,Manchester United,0,0,2
11867579,85,66,0.5566343227119157,0.5245579310523515,0.6743372865021229,0.04695241772710822,0.11425215139223091,joy,0.0,0.0,0,0,2nd_half,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,Crystal Palace,Manchester United,0,0,2
11867579,90,59,0.5510077948792506,0.36818303745555675,0.5933645435498428,0.08007818484931423,0.16122591741761916,joy,1.0,1.0,0,0,2nd_half,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,Crystal Palace,Manchester United,0,0,2
11867579,95,49,0.5375910617259084,0.2754566094514971,0.4762611051793305,0.06827972482471742,0.14724975005172342,joy,0.0,0.0,0,0,2nd_half,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,Crystal Palace,Manchester United,0,0,2
11867579,100,154,0.5656156942441866,0.15998102178156084,0.4400745953566262,0.13796727534976194,0.1579181087209371,optimism,0.0,0.0,0,0,2nd_half,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,Crystal Palace,Manchester United,0,0,2
11867579,105,32,0.5547813326120377,-0.024986651726067066,0.37716983736027027,0.18133980809943748,0.2453518777474528,sadness,0.0,0.0,0,0,2nd_half,Crystal Palace vs Manchester United,2020-07-16 19:15:00+00:00,Crystal Palace,Manchester United,0,0,2
11867580,50,33,0.5422947298396718,0.029047253456982718,0.36940859946789156,0.14256916889412835,0.21976909374423095,joy,0.0,0.0,0,0,2nd_half,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,Everton,Aston Villa,0,1,1
11867580,55,26,0.5387433950717633,-0.05660216080454679,0.321899296500935,0.1592647134720419,0.24359638362119973,joy,1.0,1.0,0,0,2nd_half,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,Everton,Aston Villa,0,1,1
11867580,60,24,0.5372702529033025,-0.12857605144381523,0.26207487083350617,0.169535661698319,0.24568362293454504,optimism,2.2,1.0,0,0,2nd_half,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,Everton,Aston Villa,0,1,1
11867580,65,36,0.560231003496382,-0.1878818986782183,0.24609498291586832,0.21633651705148316,0.24182262597605586,sadness,0.0,0.0,0,0,2nd_half,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,Everton,Aston Villa,0,1,1
11867580,70,24,0.5299663916230202,-0.027137428366889555,0.37797843432053924,0.15264854182411602,0.2805192401477446,sadness,4.6,3.0,1,1,2nd_half,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,Everton,Aston Villa,0,1,1
11867580,75,28,0.5751764423080853,0.234206619273339,0.4916069909398045,0.1341790124840502,0.13691261537106972,joy,0.0,0.0,0,1,2nd_half,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,Everton,Aston Villa,0,1,1
11867580,80,43,0.5445014300734498,0.06961969136758599,0.3721086608116017,0.12974424637464238,0.19193858634897093,joy,0.0,0.0,0,0,2nd_half,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,Everton,Aston Villa,0,1,1
11867580,85,32,0.5619506342336535,0.17775369744049385,0.4565458361757919,0.1310720850160578,0.16413339503924357,joy,3.0,3.0,1,1,2nd_half,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,Everton,Aston Villa,0,1,1
11867580,90,78,0.5946106375792087,0.3335073132855961,0.5463125578677043,0.13309733315299332,0.08856434798918851,joy,0.0,0.0,0,1,2nd_half,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,Everton,Aston Villa,0,1,1
11867580,95,61,0.566162775774471,0.3277739690708332,0.5795448751448363,0.11055829011850421,0.1569029060955785,joy,0.0,0.0,0,0,2nd_half,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,Everton,Aston Villa,0,1,1
11867580,100,61,0.5441217823106734,0.3652462666151953,0.6088523653442742,0.0773262789732486,0.18475536069237303,joy,0.0,0.0,0,0,2nd_half,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,Everton,Aston Villa,0,1,1
11867580,105,67,0.5534697535322674,0.0693414876612821,0.3004779655124936,0.120560934190263,0.12286172265798516,optimism,0.0,0.0,0,0,2nd_half,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,Everton,Aston Villa,0,1,1
11867580,110,60,0.5826769883433978,0.12757137475224833,0.3892341554785768,0.15716939396224913,0.11610376257449384,optimism,0.0,0.0,0,0,2nd_half,Everton vs Aston Villa,2020-07-16 17:00:00+00:00,Everton,Aston Villa,0,1,1
11867581,110,66,0.593590953133323,-0.09219716098441767,0.15765852991943105,0.19333240178159689,0.06280365709046065,optimism,0.0,0.0,0,0,2nd_half,Leicester City vs Sheffield United,2020-07-16 17:00:00+00:00,Leicester City,Sheffield United,0,2,0
11867582,-30,2,0.6422632932662964,-0.18892546230927104,0.11113842111080885,0.27740492671728134,0.02517663175240155,optimism,0.0,0.0,0,0,pre_match,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,Manchester City,AFC Bournemouth,0,2,1
11867582,-25,1,0.5971204042434692,0.9476690888404846,0.9666256308555604,0.0081319436430931,0.012027371674776,joy,0.0,0.0,0,0,pre_match,Manchester City vs AFC Bournemouth,2020-07-15 17:00:00+00:00,Manchester City,AFC Bournemouth,0,2,1
